sku,inventory_level,historical_sales
ELEC00399,88,"15,19,24,25,26,27,23,27,22,19,18,28"
ELEC00400,51,"40,42,46,49,48,46,46,41,38,45,42,42"
ELEC00401,145,"22,21,26,25,28,27,30,28,28,22,26,30"
ELEC00402,20,"27,27,29,33,31,33,32,25,24,30,35,38"
ELEC00403,24,"25,28,26,33,31,28,29,27,26,31,25,32"
ELEC00404,30,"30,33,39,38,33,34,38,35,34,34,32,38"
ELEC00405,84,"32,40,44,41,45,41,42,44,41,39,41,44"
ELEC00406,58,"41,40,44,49,48,45,40,40,45,42,41,52"
ELEC00407,162,"27,30,32,30,34,30,32,30,26,24,30,30"
ELEC00408,190,"15,17,21,26,24,25,25,23,22,17,27,28"
ELEC00409,49,"20,19,27,27,25,30,24,23,21,16,28,32"
ELEC00410,190,"16,19,21,24,21,24,24,18,24,18,18,21"
ELEC00411,103,"35,36,37,44,39,40,40,34,39,43,43,47"
ELEC00412,37,"19,24,29,28,27,31,25,25,27,20,26,36"
ELEC00413,83,"13,15,15,21,15,14,16,18,14,12,9,17"
ELEC00414,172,"19,26,26,29,26,28,25,29,20,30,29,28"
ELEC00415,160,"34,38,40,40,43,39,40,37,34,36,40,44"
ELEC00416,149,"16,16,19,23,22,19,22,20,18,20,19,25"
ELEC00417,30,"35,38,43,43,43,38,41,41,37,35,33,39"
ELEC00418,175,"33,33,39,41,43,42,38,34,27,35,37,45"
ELEC00419,191,"27,30,33,35,39,35,36,34,27,27,31,31"
ELEC00420,20,"23,26,32,35,35,30,29,25,29,33,29,33"
ELEC00421,52,"23,30,29,33,35,32,30,26,26,23,27,31"
ELEC00422,79,"42,44,46,47,47,46,42,47,43,48,46,49"
ELEC00423,121,"16,17,20,25,25,18,23,18,18,19,15,19"
ELEC00424,48,"10,15,18,18,22,15,14,11,16,9,21,24"
ELEC00425,195,"22,27,32,32,32,35,31,32,28,26,33,33"
ELEC00426,51,"37,41,44,44,47,48,41,44,40,35,36,50"
ELEC00427,178,"33,32,34,41,34,40,39,36,31,41,36,42"
ELEC00428,186,"27,30,31,35,38,37,31,31,29,26,29,28"
ELEC00429,54,"19,25,27,30,26,24,32,29,25,28,28,34"
ELEC00430,38,"12,16,15,17,21,17,16,15,16,19,11,21"
ELEC00431,121,"10,12,17,16,17,19,17,16,13,12,21,18"
ELEC00432,72,"16,23,25,27,26,28,20,27,28,19,25,28"
ELEC00433,109,"23,29,32,30,32,35,31,29,28,30,28,36"
ELEC00434,92,"30,33,36,38,40,39,39,31,38,35,32,41"
ELEC00435,193,"19,22,20,26,26,21,21,18,21,18,22,23"
ELEC00436,40,"17,25,24,27,28,25,24,27,27,24,27,33"
ELEC00437,94,"20,28,26,30,31,31,27,25,31,23,31,33"
ELEC00438,137,"37,40,43,47,48,48,40,42,42,41,37,41"
ELEC00439,176,"26,32,36,36,33,36,34,30,27,29,33,37"
ELEC00440,131,"19,27,30,30,26,30,27,32,22,24,24,32"
ELEC00441,34,"22,26,30,32,31,33,30,32,26,29,26,33"
ELEC00442,87,"18,20,21,22,27,26,27,25,20,19,21,24"
ELEC00443,72,"12,15,22,20,21,26,25,19,21,18,20,25"
ELEC00444,123,"17,23,26,26,26,24,21,22,16,24,27,24"
ELEC00445,75,"29,33,37,36,37,40,39,32,36,34,30,41"
ELEC00446,105,"23,29,34,33,30,32,32,32,24,27,27,35"
ELEC00447,114,"26,30,35,35,35,39,29,30,34,37,37,38"
ELEC00448,74,"20,26,26,24,31,31,27,26,23,26,21,33"
ELEC00449,21,"9,11,14,19,16,15,13,14,15,13,18,16"
ELEC00450,186,"33,36,36,39,39,36,39,33,32,34,33,43"
ELEC00451,106,"37,42,42,47,46,43,39,35,41,38,44,45"
ELEC00452,27,"20,27,26,31,31,31,30,27,25,26,33,33"
ELEC00453,31,"27,33,34,34,35,35,33,32,30,31,30,37"
ELEC00454,141,"15,20,20,24,22,20,23,14,15,13,18,21"
ELEC00455,193,"34,36,42,44,42,40,39,44,36,37,45,42"
ELEC00456,79,"23,28,31,34,31,33,32,34,25,24,30,37"
ELEC00457,141,"16,22,25,25,25,26,20,16,16,14,20,23"
ELEC00458,125,"24,26,35,32,31,29,31,36,34,25,38,36"
ELEC00459,117,"14,18,19,21,23,22,18,16,18,15,17,24"
ELEC00460,39,"25,34,30,37,39,35,39,28,33,34,38,36"
ELEC00461,73,"17,22,26,29,28,29,27,23,26,25,21,30"
ELEC00462,163,"24,25,30,31,33,28,25,25,21,29,30,30"
ELEC00463,164,"25,24,30,29,30,30,27,26,28,26,21,36"
ELEC00464,166,"30,39,35,40,41,40,40,35,36,34,40,35"
ELEC00465,83,"27,32,30,33,35,31,33,29,34,25,36,37"
ELEC00466,61,"20,25,30,29,31,31,24,28,23,32,25,29"
ELEC00467,107,"25,27,31,33,32,33,35,35,28,33,35,38"
ELEC00468,58,"29,29,30,35,37,32,32,30,31,27,28,32"
ELEC00469,107,"26,28,36,31,33,33,30,29,30,36,34,32"
ELEC00470,63,"30,35,38,39,43,41,38,39,36,36,32,40"
ELEC00471,162,"10,17,14,16,19,19,15,12,18,19,20,19"
ELEC00472,28,"15,18,17,21,21,17,17,17,22,19,19,29"
ELEC00473,50,"34,37,42,47,44,46,44,38,37,47,42,46"
ELEC00474,125,"23,24,29,27,27,27,32,21,20,24,29,32"
ELEC00475,105,"14,21,22,26,24,22,25,21,18,23,25,16"
ELEC00476,126,"35,39,43,38,44,38,45,32,35,36,41,47"
ELEC00477,192,"41,40,41,49,49,46,45,41,40,36,50,46"
ELEC00478,83,"20,23,27,26,31,24,31,25,29,27,24,33"
ELEC00479,197,"33,37,38,35,39,37,41,38,34,35,33,39"
ELEC00480,156,"16,20,20,25,19,23,25,23,15,18,20,26"
ELEC00481,131,"15,21,24,23,26,24,22,17,23,21,17,23"
ELEC00482,108,"14,21,20,21,22,19,21,18,18,19,21,21"
ELEC00483,78,"21,25,31,27,31,26,28,26,28,24,28,33"
ELEC00484,195,"16,22,23,27,24,28,27,24,20,23,22,24"
ELEC00485,24,"12,18,19,23,21,20,21,15,17,19,19,18"
ELEC00486,190,"26,27,32,34,35,34,28,30,27,27,25,36"
ELEC00487,145,"34,41,46,44,43,41,42,41,41,41,41,44"
ELEC00488,122,"24,28,28,29,27,36,32,30,28,32,33,32"
ELEC00489,107,"24,27,26,28,27,29,31,27,26,31,33,34"
ELEC00490,183,"34,36,39,41,39,39,33,37,36,39,31,48"
ELEC00491,185,"36,40,46,43,47,45,46,42,43,37,42,47"
ELEC00492,129,"35,40,40,42,44,43,41,33,35,34,41,41"
ELEC00493,91,"39,43,44,43,43,44,43,39,40,38,43,48"
ELEC00494,21,"33,36,43,38,42,38,37,33,40,34,38,45"
ELEC00495,54,"37,36,41,46,47,47,40,45,36,42,40,47"
ELEC00496,94,"32,37,39,39,40,39,38,38,32,37,31,41"
ELEC00497,65,"20,22,25,28,30,30,26,26,20,20,20,26"
ELEC00498,70,"30,35,35,39,41,38,31,36,30,32,38,45"
ELEC00499,184,"29,32,37,39,39,34,39,34,30,35,33,34"
ELEC00500,42,"33,38,37,42,45,39,41,39,38,40,40,41"
ELEC00501,178,"30,34,39,44,39,43,39,36,36,40,36,44"
ELEC00502,37,"21,28,32,29,29,33,28,28,28,30,23,31"
ELEC00503,147,"36,34,40,39,42,40,43,34,36,43,36,40"
ELEC00504,45,"15,20,22,26,23,24,22,23,18,18,20,26"
ELEC00505,53,"27,35,40,39,35,40,33,30,28,36,39,42"
ELEC00506,58,"26,31,35,35,38,40,33,31,28,34,38,40"
ELEC00507,134,"8,13,14,21,16,21,10,19,14,18,11,24"
ELEC00508,39,"14,21,19,20,22,22,18,20,17,14,20,19"
ELEC00509,31,"18,22,25,27,23,28,26,23,24,28,25,26"
ELEC00510,182,"32,36,39,43,46,43,42,41,33,40,35,46"
ELEC00511,193,"9,11,17,14,15,17,16,15,18,10,14,20"
ELEC00512,49,"24,28,30,34,31,32,25,29,30,24,27,34"
ELEC00513,100,"32,34,36,43,43,44,40,34,35,30,40,47"
ELEC00514,92,"28,28,31,34,31,33,35,30,26,30,28,32"
ELEC00515,165,"26,30,29,30,33,36,27,33,29,27,33,31"
ELEC00516,92,"38,40,41,45,43,40,43,37,38,40,46,45"
ELEC00517,99,"13,18,21,23,22,27,19,18,21,26,16,31"
ELEC00518,78,"20,28,30,31,31,26,24,22,26,26,27,28"
ELEC00519,55,"8,16,14,21,22,19,11,13,14,8,16,21"
ELEC00520,37,"18,18,25,28,26,26,21,28,17,23,24,34"
ELEC00521,147,"28,31,33,29,36,35,35,29,25,29,24,37"
ELEC00522,146,"33,38,38,43,42,36,40,35,38,35,38,46"
ELEC00523,44,"34,33,36,41,37,41,38,34,41,40,40,37"
ELEC00524,124,"20,20,21,27,26,27,29,22,19,22,17,29"
ELEC00525,118,"38,40,49,48,44,47,43,40,40,39,44,55"
ELEC00526,159,"26,33,36,35,36,36,32,38,30,32,35,32"
ELEC00527,133,"9,14,16,19,18,14,22,11,13,18,20,15"
ELEC00528,106,"27,29,35,34,34,31,32,30,35,36,35,37"
ELEC00529,195,"23,26,30,31,30,32,31,27,24,24,22,22"
ELEC00530,154,"34,38,37,43,40,41,41,39,40,39,41,43"
ELEC00531,59,"15,23,28,28,28,23,24,16,18,21,29,31"
ELEC00532,82,"39,43,43,47,50,44,46,48,38,39,43,44"
ELEC00533,157,"30,35,36,37,35,35,36,38,37,37,36,42"
ELEC00534,81,"29,31,35,31,32,33,32,36,23,31,38,35"
ELEC00535,132,"17,17,24,22,23,19,21,14,19,18,21,17"
ELEC00536,102,"20,20,26,23,28,27,22,29,21,20,27,32"
ELEC00537,107,"16,22,22,26,27,22,24,23,25,26,26,28"
ELEC00538,152,"29,30,29,35,36,31,30,30,32,33,28,40"
ELEC00539,140,"18,21,22,26,22,22,21,18,14,23,18,17"
ELEC00540,198,"40,41,45,46,46,48,45,41,38,45,47,54"
ELEC00541,102,"34,37,44,41,43,44,43,40,42,37,40,47"
ELEC00542,128,"30,32,33,32,37,34,32,33,27,29,27,34"
ELEC00543,56,"24,24,29,32,29,25,28,27,19,25,34,28"
ELEC00544,26,"32,39,42,39,42,45,45,37,38,40,36,40"
ELEC00545,158,"30,37,37,40,42,42,41,35,32,41,38,40"
ELEC00546,46,"26,30,33,37,36,35,38,39,27,30,33,42"
ELEC00547,172,"18,20,22,26,25,26,25,21,17,20,21,33"
ELEC00548,141,"15,23,20,28,23,21,24,24,21,16,26,30"
ELEC00549,160,"39,42,48,45,46,46,45,46,41,48,49,52"
ELEC00550,132,"37,37,40,44,42,44,43,39,36,45,47,40"
ELEC00551,85,"10,17,21,20,16,19,17,15,14,22,21,22"
ELEC00552,53,"36,39,42,42,43,41,38,34,41,37,40,39"
ELEC00553,78,"38,40,45,43,46,44,45,46,40,39,45,50"
ELEC00554,82,"21,26,32,31,29,29,35,33,21,25,32,32"
ELEC00555,141,"37,41,45,46,46,44,41,41,38,39,43,43"
ELEC00556,146,"40,46,49,49,47,47,42,50,45,43,46,48"
ELEC00557,66,"13,17,19,22,21,16,15,19,13,11,15,22"
ELEC00558,152,"39,41,48,47,48,47,45,43,45,45,42,49"
ELEC00559,130,"19,20,25,26,21,28,22,18,22,22,19,32"
ELEC00560,152,"37,40,44,41,43,45,36,38,33,41,36,45"
ELEC00561,28,"23,25,28,27,27,31,22,28,25,21,23,27"
ELEC00562,133,"27,30,30,32,32,32,29,30,24,23,25,28"
ELEC00563,53,"19,22,26,23,26,24,27,26,20,24,25,22"
ELEC00564,168,"19,19,20,27,21,24,21,19,20,17,25,29"
ELEC00565,146,"38,43,48,48,47,47,41,44,40,44,41,45"
ELEC00566,118,"32,37,40,40,42,45,37,39,40,40,37,38"
ELEC00567,48,"19,18,24,21,26,25,24,28,15,23,26,20"
ELEC00568,125,"21,27,27,31,29,25,25,23,22,19,19,29"
ELEC00569,97,"31,33,35,38,38,31,34,35,35,31,34,42"
ELEC00570,90,"19,18,24,27,24,22,21,18,16,17,22,24"
ELEC00571,35,"37,43,47,47,43,45,43,43,42,42,43,48"
ELEC00572,137,"12,13,20,17,16,16,17,14,15,10,15,18"
ELEC00573,136,"21,21,27,26,29,30,25,19,20,28,30,24"
ELEC00574,39,"7,11,15,17,17,19,15,16,12,14,13,17"
ELEC00575,122,"16,18,22,29,24,28,20,23,16,22,26,26"
ELEC00576,94,"37,41,43,44,43,44,39,45,39,36,37,47"
ELEC00577,184,"20,22,30,29,32,26,25,24,25,24,29,32"
ELEC00578,68,"23,30,30,32,35,33,32,30,28,30,29,30"
ELEC00579,70,"37,39,44,43,46,43,41,42,41,38,46,46"
ELEC00580,118,"20,24,26,26,26,27,27,21,17,27,19,26"
ELEC00581,48,"35,43,41,44,47,45,45,42,42,42,48,48"
ELEC00582,74,"14,15,22,20,19,23,19,16,14,14,24,21"
ELEC00583,134,"17,20,19,20,20,23,25,14,21,15,20,20"
ELEC00584,88,"38,40,42,42,42,46,40,38,37,36,38,44"
ELEC00585,67,"25,29,33,32,33,32,33,31,29,28,27,33"
ELEC00586,38,"32,33,36,41,38,37,39,42,32,37,34,45"
ELEC00587,176,"20,21,25,28,26,24,29,22,19,21,28,28"
ELEC00588,180,"24,25,30,29,33,31,27,27,23,30,25,26"
ELEC00589,47,"31,32,36,37,40,39,39,33,32,35,37,35"
ELEC00590,53,"23,23,28,28,29,26,28,30,19,18,32,35"
ELEC00591,170,"24,32,28,32,32,36,34,33,32,31,27,39"
ELEC00592,118,"21,22,29,29,25,31,27,25,27,19,26,28"
ELEC00593,172,"23,29,29,31,27,27,34,30,28,27,32,33"
ELEC00594,124,"12,15,20,23,24,23,22,18,12,22,26,25"
ELEC00595,189,"21,22,27,28,28,26,28,23,24,24,20,25"
ELEC00596,153,"28,31,33,33,34,34,31,29,35,25,33,35"
ELEC00597,148,"40,44,44,46,49,43,49,45,41,42,42,44"
ELEC00598,125,"22,26,29,29,31,27,22,22,26,22,24,29"
ELEC00599,38,"30,38,36,41,41,36,40,33,35,30,42,45"
ELEC00600,47,"33,35,42,42,41,39,45,43,40,39,33,45"
ELEC00601,82,"39,44,48,45,49,50,44,48,40,47,47,49"
ELEC00602,116,"15,18,20,19,21,21,15,14,19,12,20,19"
ELEC00603,111,"27,31,33,33,34,36,30,31,24,29,30,40"
ELEC00604,141,"24,28,32,36,36,35,33,33,28,32,34,40"
ELEC00605,191,"28,32,36,37,34,36,31,31,29,34,37,32"
ELEC00606,31,"16,23,23,27,22,22,22,27,19,25,18,31"
ELEC00607,31,"17,22,24,26,28,29,24,22,17,29,22,26"
ELEC00608,162,"30,32,35,37,40,32,31,31,30,30,32,36"
ELEC00609,53,"39,40,43,47,42,43,44,39,46,45,41,50"
ELEC00610,82,"18,19,22,26,22,21,21,17,17,23,20,27"
ELEC00611,153,"29,30,33,34,36,38,33,30,27,28,33,34"
ELEC00612,188,"18,17,20,25,26,20,20,24,20,17,23,20"
ELEC00613,90,"36,41,44,47,50,48,47,47,43,41,44,46"
ELEC00614,161,"26,29,33,31,37,31,29,29,31,33,35,36"
ELEC00615,21,"29,35,35,39,34,37,40,32,37,38,31,42"
ELEC00616,34,"38,41,43,43,40,41,40,40,44,41,47,39"
ELEC00617,195,"23,25,27,29,32,25,29,28,22,24,29,29"
ELEC00618,169,"7,13,13,16,21,21,11,13,18,14,15,22"
ELEC00619,27,"38,40,47,46,48,46,50,45,42,43,42,47"
ELEC00620,117,"16,16,18,20,21,21,21,19,22,20,19,21"
ELEC00621,184,"18,23,25,29,27,27,21,23,27,21,27,29"
ELEC00622,20,"32,37,41,41,43,45,45,34,36,41,41,46"
ELEC00623,122,"39,42,42,46,44,44,47,40,40,44,40,44"
ELEC00624,128,"18,26,25,27,26,24,27,22,24,19,20,24"
ELEC00625,117,"39,41,43,48,48,44,42,35,41,40,41,47"
ELEC00626,101,"26,31,33,33,32,32,30,28,34,28,31,33"
ELEC00627,70,"37,39,42,42,42,44,36,37,37,43,44,43"
ELEC00628,113,"14,20,20,22,26,27,21,15,16,19,24,24"
ELEC00629,153,"27,33,30,35,32,33,31,26,35,29,26,39"
ELEC00630,23,"13,17,19,26,22,20,24,20,16,22,22,28"
ELEC00631,137,"29,33,38,36,35,37,34,33,29,32,35,43"
ELEC00632,122,"20,22,27,21,28,25,23,22,26,20,19,27"
ELEC00633,38,"29,35,32,34,35,39,36,32,32,32,33,41"
ELEC00634,138,"34,35,43,43,42,43,39,40,34,37,37,44"
ELEC00635,61,"32,40,41,43,43,40,41,41,39,37,40,44"
ELEC00636,59,"11,13,20,20,23,20,14,16,19,15,18,21"
ELEC00637,181,"29,28,35,33,33,31,33,30,32,37,30,37"
ELEC00638,130,"29,36,35,39,36,39,37,34,32,36,31,42"
ELEC00639,176,"36,35,41,42,41,41,37,37,34,37,37,45"
ELEC00640,121,"34,40,44,42,42,42,37,37,34,36,42,48"
ELEC00641,139,"16,19,24,23,26,27,22,20,21,22,27,29"
ELEC00642,91,"30,32,37,35,36,36,34,34,26,31,31,42"
ELEC00643,38,"17,15,22,24,22,20,19,19,15,21,18,30"
ELEC00644,40,"22,26,27,29,31,28,29,29,23,27,24,30"
ELEC00645,82,"29,35,36,42,41,38,41,35,34,40,37,44"
ELEC00646,141,"18,23,21,26,26,27,25,22,23,25,29,25"
ELEC00647,156,"13,13,18,19,17,20,19,11,17,16,16,19"
ELEC00648,63,"41,45,45,44,43,47,44,45,42,43,44,54"
ELEC00649,125,"32,31,35,37,39,40,33,30,32,35,42,46"
ELEC00650,73,"32,33,35,34,36,35,35,39,34,34,37,40"
ELEC00651,82,"26,32,32,38,35,38,34,33,32,33,31,34"
ELEC00652,22,"14,20,20,24,25,25,23,20,23,16,22,18"
ELEC00653,77,"29,32,36,40,42,39,30,31,35,34,37,43"
ELEC00654,141,"22,25,26,30,28,30,27,20,26,23,23,32"
ELEC00655,143,"39,44,48,46,45,43,46,43,46,37,43,50"
ELEC00656,168,"14,21,24,25,27,23,18,15,25,21,17,33"
ELEC00657,155,"29,29,32,33,38,30,33,33,24,31,28,39"
ELEC00658,149,"36,38,39,41,46,42,40,35,39,38,40,49"
ELEC00659,168,"34,35,35,40,37,37,39,39,36,37,38,36"
ELEC00660,130,"32,40,38,41,43,40,41,35,42,40,39,41"
ELEC00661,166,"21,22,25,28,29,31,30,24,20,21,26,22"
ELEC00662,63,"31,36,39,41,35,36,34,38,32,39,38,32"
ELEC00663,151,"34,41,44,41,40,40,36,36,38,36,45,39"
ELEC00664,103,"18,25,26,29,30,32,26,27,22,22,23,28"
ELEC00665,150,"24,25,29,28,34,33,27,27,31,28,30,30"
ELEC00666,184,"22,25,33,34,32,27,32,29,28,25,31,34"
ELEC00667,54,"19,23,28,32,26,28,28,25,21,25,25,37"
ELEC00668,44,"10,17,19,24,20,24,23,19,15,13,14,22"
ELEC00669,71,"38,45,47,45,52,51,47,40,46,41,43,46"
ELEC00670,113,"38,42,42,45,44,45,39,41,37,37,39,43"
ELEC00671,37,"37,40,42,44,50,42,48,38,48,37,48,40"
ELEC00672,110,"11,19,19,19,20,20,24,18,21,14,22,20"
ELEC00673,27,"27,26,29,30,29,28,30,32,30,27,32,29"
ELEC00674,199,"23,26,31,36,34,35,30,28,29,29,35,34"
ELEC00675,94,"20,24,24,28,28,27,29,23,20,21,27,20"
ELEC00676,135,"13,19,21,23,25,17,21,16,19,16,18,22"
ELEC00677,101,"12,16,18,18,17,23,17,19,14,14,20,18"
ELEC00678,127,"23,23,32,29,29,28,28,26,29,21,30,36"
ELEC00679,89,"21,23,31,30,27,29,27,25,24,23,28,37"
ELEC00680,64,"39,37,45,43,45,43,38,46,38,42,42,41"
ELEC00681,26,"11,18,23,19,22,26,15,13,21,11,20,20"
ELEC00682,104,"21,23,28,26,30,25,25,26,24,21,23,22"
ELEC00683,135,"34,41,39,44,43,43,41,38,37,38,40,41"
ELEC00684,60,"41,44,47,46,46,51,45,42,40,42,41,45"
ELEC00685,135,"28,27,34,34,34,36,27,34,29,28,30,29"
ELEC00686,172,"30,38,36,41,39,37,37,37,32,33,37,38"
ELEC00687,33,"20,21,26,25,29,25,27,19,21,22,21,25"
ELEC00688,105,"25,31,31,31,35,33,31,30,34,23,32,37"
ELEC00689,50,"34,39,42,42,42,45,44,40,40,41,47,51"
ELEC00690,130,"26,34,35,39,36,38,35,33,33,33,31,32"
ELEC00691,50,"21,20,26,28,28,27,24,21,25,24,24,26"
ELEC00692,28,"16,18,21,22,27,22,18,18,19,21,29,20"
ELEC00693,179,"30,32,33,37,37,39,39,36,39,30,39,43"
ELEC00694,188,"30,31,34,39,41,38,34,32,35,32,35,39"
ELEC00695,128,"22,26,29,33,33,33,28,26,27,28,28,34"
ELEC00696,135,"20,24,28,27,26,31,29,24,21,24,24,26"
ELEC00697,187,"21,20,24,29,23,29,26,25,19,25,17,24"
ELEC00698,44,"26,28,29,32,34,36,31,30,27,30,25,33"
ELEC00699,95,"32,38,42,43,46,40,41,41,36,35,37,39"
ELEC00700,86,"9,16,18,17,20,17,16,10,15,20,9,20"
ELEC00701,164,"31,36,39,41,40,39,35,32,36,35,34,41"
ELEC00702,29,"26,30,32,36,33,30,27,29,30,29,32,30"
ELEC00703,97,"39,39,45,48,49,45,43,44,44,46,46,42"
ELEC00704,94,"28,29,33,33,36,33,31,33,26,34,27,35"
ELEC00705,103,"14,16,17,17,21,21,14,16,12,16,12,17"
ELEC00706,70,"9,16,18,17,21,18,18,17,17,15,23,16"
ELEC00707,121,"23,27,33,33,32,36,30,33,24,35,39,31"
ELEC00708,119,"22,25,24,29,29,26,30,25,26,24,32,24"
ELEC00709,63,"12,15,15,15,16,15,13,14,10,17,21,18"
ELEC00710,52,"41,45,46,47,50,50,46,44,43,44,43,46"
ELEC00711,134,"31,37,41,39,42,39,39,42,41,40,40,44"
ELEC00712,61,"9,10,13,19,18,15,18,14,15,18,12,22"
ELEC00713,88,"29,30,32,38,36,36,36,33,30,32,33,35"
ELEC00714,129,"14,18,23,22,24,20,19,13,20,17,22,24"
ELEC00715,197,"24,28,26,30,34,33,28,28,22,23,28,29"
ELEC00716,124,"35,39,42,45,46,44,45,42,43,35,42,49"
ELEC00717,88,"24,28,28,32,29,27,32,30,26,29,29,34"
ELEC00718,122,"39,40,43,48,51,43,44,44,40,36,50,52"
ELEC00719,124,"26,29,33,30,30,36,33,29,24,29,28,34"
ELEC00720,54,"14,20,20,23,25,24,22,20,18,20,24,23"
ELEC00721,75,"37,43,46,42,44,48,47,47,42,40,48,43"
ELEC00722,183,"9,13,18,18,17,24,15,19,21,16,18,21"
ELEC00723,159,"27,34,34,38,41,32,36,39,35,32,38,45"
ELEC00724,40,"18,23,22,21,24,23,21,17,18,23,24,22"
ELEC00725,57,"29,29,36,34,37,36,33,32,34,36,31,31"
ELEC00726,135,"21,23,26,33,34,25,25,22,30,25,24,30"
ELEC00727,129,"23,26,32,30,32,31,28,24,24,34,23,28"
ELEC00728,67,"13,19,17,22,25,24,19,16,9,9,18,17"
ELEC00729,148,"16,17,23,23,24,23,20,22,13,22,23,22"
ELEC00730,102,"16,22,21,26,29,24,29,26,26,21,23,28"
ELEC00731,169,"23,25,27,29,29,27,28,24,23,22,22,26"
ELEC00732,108,"33,35,40,41,42,42,39,36,36,39,37,44"
ELEC00733,99,"32,33,36,42,41,40,41,34,34,35,41,36"
ELEC00734,195,"30,31,39,37,35,35,33,33,37,34,35,35"
ELEC00735,91,"19,25,24,28,29,26,26,20,20,28,28,29"
ELEC00736,170,"17,21,22,25,25,25,20,24,18,19,18,31"
ELEC00737,181,"17,23,23,23,25,26,18,18,24,25,25,27"
ELEC00738,92,"18,20,22,22,24,25,24,19,18,25,20,20"
ELEC00739,163,"23,24,29,31,32,28,31,30,24,25,20,32"
ELEC00740,193,"12,12,15,20,17,17,17,21,13,20,11,22"
ELEC00741,113,"35,37,44,42,45,46,45,41,39,44,47,42"
ELEC00742,118,"13,16,21,25,21,22,21,20,20,12,22,25"
ELEC00743,92,"27,30,31,35,32,32,32,32,30,28,35,30"
ELEC00744,45,"28,33,38,38,36,43,36,36,32,34,35,45"
ELEC00745,155,"32,36,39,41,44,46,41,38,38,42,44,47"
ELEC00746,164,"12,12,19,18,14,18,19,15,13,12,14,19"
ELEC00747,81,"9,14,16,21,20,17,20,13,13,12,22,13"
ELEC00748,95,"30,29,31,32,38,38,32,32,26,28,35,37"
ELEC00749,66,"13,18,20,20,22,17,17,18,16,14,22,17"
ELEC00750,76,"32,36,41,42,42,42,40,37,37,36,42,45"
ELEC00751,108,"24,25,29,31,29,29,32,29,29,28,33,36"
ELEC00752,188,"30,34,37,39,39,39,38,33,37,40,40,36"
ELEC00753,167,"15,19,23,26,27,27,20,25,23,18,16,29"
ELEC00754,174,"9,16,17,18,16,17,19,18,16,15,20,23"
ELEC00755,32,"37,42,44,48,50,41,46,38,43,42,45,52"
ELEC00756,133,"21,24,27,28,27,31,25,27,30,24,25,24"
ELEC00757,91,"24,22,28,29,28,32,27,24,26,25,25,26"
ELEC00758,106,"34,37,42,41,39,43,38,37,36,39,34,44"
ELEC00759,47,"32,32,34,36,36,38,37,30,38,39,36,33"
ELEC00760,83,"23,23,25,29,29,24,24,24,26,25,21,32"
ELEC00761,148,"31,35,36,39,36,34,33,34,36,33,34,34"
ELEC00762,33,"24,24,31,29,28,33,29,27,31,27,29,24"
ELEC00763,169,"35,39,42,47,50,44,47,42,43,35,45,43"
ELEC00764,109,"10,12,16,16,21,15,23,16,11,13,21,23"
ELEC00765,62,"14,17,21,22,26,20,20,16,16,21,18,24"
ELEC00766,63,"14,14,16,18,17,16,16,12,13,22,16,24"
ELEC00767,41,"26,30,34,36,35,33,34,28,26,29,28,32"
ELEC00768,95,"24,32,33,35,37,36,29,27,25,33,30,28"
ELEC00769,158,"36,40,44,46,44,41,43,37,35,40,44,40"
ELEC00770,38,"18,24,26,27,30,24,23,23,19,18,24,23"
ELEC00771,91,"32,30,35,35,36,37,37,31,32,35,35,38"
ELEC00772,97,"38,40,44,46,43,47,48,45,44,41,39,44"
ELEC00773,181,"26,32,36,38,36,33,33,33,31,31,37,35"
ELEC00774,152,"22,22,29,30,27,25,22,27,22,24,30,31"
ELEC00775,39,"15,18,18,21,23,20,23,16,21,12,21,21"
ELEC00776,77,"20,19,23,27,25,26,23,20,17,23,25,27"
ELEC00777,171,"30,36,37,36,37,35,34,31,30,35,33,37"
ELEC00778,34,"28,32,33,31,32,32,31,30,33,25,35,38"
ELEC00779,51,"10,12,17,18,19,19,18,17,10,12,11,21"
ELEC00780,120,"34,38,38,42,43,41,41,41,35,41,44,47"
ELEC00781,112,"39,38,44,47,47,41,45,39,36,37,40,48"
ELEC00782,104,"21,25,27,28,29,25,27,27,24,25,25,23"
ELEC00783,121,"32,31,37,37,34,37,34,28,30,37,35,36"
ELEC00784,171,"22,27,31,30,32,27,34,31,31,29,33,33"
ELEC00785,182,"12,20,17,20,25,20,18,18,16,15,25,17"
ELEC00786,140,"21,24,27,28,28,26,24,23,21,28,31,30"
ELEC00787,115,"36,44,41,47,51,47,44,38,42,37,44,44"
ELEC00788,136,"32,36,41,41,37,43,44,39,33,37,35,44"
ELEC00789,77,"29,33,32,38,35,34,32,29,29,38,31,35"
ELEC00790,165,"14,16,22,23,22,21,22,19,13,23,18,22"
ELEC00791,91,"35,43,40,42,45,46,44,38,38,41,45,48"
ELEC00792,167,"36,35,40,38,42,40,44,42,37,36,46,47"
ELEC00793,161,"35,39,41,43,42,45,42,44,37,35,40,47"
ELEC00794,197,"11,10,17,16,19,13,19,10,12,14,19,18"
ELEC00795,75,"26,28,33,31,34,31,34,29,27,23,24,33"
ELEC00796,182,"26,32,30,35,32,30,31,32,32,29,28,35"
ELEC00797,38,"39,46,45,50,50,51,47,44,43,40,47,53"
